"Version 2.0:  Dieter, C.A., Linsey, K.S., Caldwell, R.R., Harris, M.A., Ivahnenko, T.I., Lovelace, J.K., Maupin, M.A., and Barber, N.L., 2018, Estimated use of water in the United States county-level data for 2015 (ver. 2.0, June 2018): U.S. Geological Survey data release, https://doi.org/10.5066/F7TB15V5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STATE,STATEFIPS,COUNTY,COUNTYFIPS,FIPS,YEAR,TP-TotPop,PS-GWPop,PS-SWPop,PS-TOPop,PS-WGWFr,PS-WGWSa,PS-WGWTo,PS-WSWFr,PS-WSWSa,PS-WSWTo,PS-WFrTo,PS-WSaTo,PS-Wtotl,DO-SSPop,DO-WGWFr,DO-WSWFr,DO-WFrTo,DO-SSPCp,DO-PSDel,DO-PSPCp,DO-WDelv ,IN-WGWFr,IN-WGWSa,IN-WGWTo,IN-WSWFr,IN-WSWSa,IN-WSWTo,IN-WFrTo,IN-WSaTo,IN-Wtotl,IR-WGWFr,IR-WSWFr,IR-WFrTo,IR-RecWW,IR-CUsFr,IR-IrSpr,IR-IrMic,IR-IrSur,IR-IrTot,IC-WGWFr,IC-WSWFr,IC-WFrTo,IC-RecWW,IC-CUsFr,IC-IrSpr,IC-IrMic,IC-IrSur,IC-IrTot,IG-WGWFr,IG-WSWFr,IG-WFrTo,IG-RecWW,IG-CUsFr,IG-IrSpr,IG-IrMic,IG-IrSur,IG-IrTot,LI-WGWFr,LI-WSWFr,LI-WFrTo,AQ-WGWFr,AQ-WGWSa,AQ-WGWTo,AQ-WSWFr,AQ-WSWSa,AQ-WSWTo,AQ-WFrTo,AQ-WSaTo,AQ-Wtotl,MI-WGWFr,MI-WGWSa,MI-WGWTo,MI-WSWFr,MI-WSWSa,MI-WSWTo,MI-WFrTo,MI-WSaTo,MI-Wtotl,PT-WGWFr,PT-WGWSa,PT-WGWTo,PT-WSWFr,PT-WSWSa,PT-WSWTo,PT-WFrTo,PT-WSaTo,PT-Wtotl,PT-RecWW,PT-PSDel,PT-CUsFr,PT-CUsSa,PT-CUTot,PT-Power,PO-WGWFr,PO-WGWSa,PO-WGWTo,PO-WSWFr,PO-WSWSa,PO-WSWTo,PO-WFrTo,PO-WSaTo,PO-Wtotl,PO-RecWW,PO-PSDel,PO-CUsFr,PO-CUsSa,PO-CUTot,PO-Power,PC-WGWFr,PC-WGWSa,PC-WGWTo,PC-WSWFr,PC-WSWSa,PC-WSWTo,PC-WFrTo,PC-WSaTo,PC-Wtotl,PC-RecWW,PC-PSDel,PC-CUsFr,PC-CUsSa,PC-CUTot,PC-Power,TO-WGWFr,TO-WGWSa,TO-WGWTo,TO-WSWFr,TO-WSWSa,TO-WSWTo,TO-WFrTo,TO-WSaTo,TO-Wtotl,TO-CUsFrPartial,TO-CUsSaPartial,TO-CUTotPartial,thermo_ground,thermo_surface
NY,36,St. Lawrence County,89,36089,2015,111.007,17.502,51.623,69.125,1.66,0,1.66,5.29,0,5.29,6.95,0,6.95,41.882,3.14,0,3.14,75,5.18,75,8.32,0.29,0,0.29,4.84,0,4.84,5.13,0,5.13,0.06,0.43,0.49,--,0.47,1.04,0.08,0.01,1.13,0.03,0.22,0.25,--,0.24,0.47,0.08,0.01,0.56,0.03,0.21,0.24,--,0.23,0.57,0,0,0.57,0.85,0.46,1.31,0.13,0,0.13,0,0,0,0.13,0,0.13,0.02,0,0.02,0.05,0,0.05,0.07,0,0.07,0,0,0,13.83,0,13.83,13.83,0,13.83,0,0,0.16,0,0.16,106.86,0,0,0,13.81,0,13.81,13.81,0,13.81,0,0,0.14,0,0.14,103.7,0,0,0,0.02,0,0.02,0.02,0,0.02,0,0,0.02,0,0.02,3.16,6.15,0,6.15,24.9,0,24.9,31.05,0,31.05,0.63,0,0.63,0,13.85
NY,36,Saratoga County,91,36091,2015,226.249,98.47,61.617,160.087,8.85,0,8.85,17.27,0,17.27,26.12,0,26.12,66.162,4.96,0,4.96,75,12.01,75,16.97,0.39,0,0.39,19.97,0,19.97,20.36,0,20.36,0.13,0.51,0.64,--,0.6,1.06,0.04,0,1.1,0.02,0.09,0.11,--,0.1,0.21,0.04,0,0.25,0.11,0.42,0.53,--,0.5,0.85,0,0,0.85,0.26,0.13,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0.32,0.32,0,0.32,0,0,0,0.58,0,0.58,0.58,0,0.58,0,0,0.42,0,0.42,762.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0.58,0.58,0,0.58,0,0,0.42,0,0.42,762.01,14.59,0,14.59,38.78,0,38.78,53.37,0,53.37,1.02,0,1.02,0,1.16
NY,36,Schenectady County,93,36093,2015,154.604,149.755,0,149.755,23.46,0,23.46,0.05,0,0.05,23.51,0,23.51,4.849,0.36,0,0.36,74,11.23,75,11.59,1.18,0,1.18,8.55,0,8.55,9.73,0,9.73,0.07,0.35,0.42,--,0.4,0.63,0.02,0,0.65,0.01,0.05,0.06,--,0.06,0.12,0.02,0,0.14,0.06,0.3,0.36,--,0.34,0.51,0,0,0.51,0.01,0.01,0.02,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0.16,0,0.16,0.19,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.11,0,25.11,9.12,0,9.12,34.23,0,34.23,0.4,0,0.4,0,0
NY,36,Schoharie County,95,36095,2015,31.33,3.495,14.908,18.403,0.06,0,0.06,173.76,0,173.76,173.82,0,173.82,12.927,0.97,0,0.97,75,1.38,75,2.35,0,0,0,0,0,0,0,0,0,0.05,0.24,0.29,--,0.28,0.62,0.08,0.01,0.71,0.04,0.21,0.25,--,0.24,0.56,0.08,0.01,0.65,0.01,0.03,0.04,--,0.04,0.06,0,0,0.06,0.15,0.08,0.23,0.01,0,0.01,0.02,0,0.02,0.03,0,0.03,0.01,0,0.01,1.34,0,1.34,1.35,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,1.25,175.44,0,175.44,176.69,0,176.69,0.28,0,0.28,0,0
NY,36,Schuyler County,97,36097,2015,18.186,5.282,5.28,10.562,0.41,0,0.41,0.42,0,0.42,0.83,0,0.83,7.624,0.57,0,0.57,75,0.79,75,1.36,0,0,0,0,0,0,0,0,0,0.01,0.12,0.13,--,0.13,0.12,0.13,0,0.25,0.01,0.09,0.1,--,0.1,0.03,0.13,0,0.16,0,0.03,0.03,--,0.03,0.09,0,0,0.09,0.17,0.1,0.27,0,0,0,0,0,0,0,0,0,0,0,0,10.32,0,10.32,10.32,0,10.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0,1.16,10.96,0,10.96,12.12,0,12.12,0.13,0,0.13,0,0
NY,36,Seneca County,99,36099,2015,34.833,0.532,25.152,25.684,0.04,0,0.04,4.37,0,4.37,4.41,0,4.41,9.149,0.69,0,0.69,75,1.93,75,2.62,1.65,0,1.65,9.35,0,9.35,11,0,11,0.03,0.21,0.24,--,0.23,0.4,0.11,0.01,0.52,0.02,0.16,0.18,--,0.17,0.26,0.11,0.01,0.38,0.01,0.05,0.06,--,0.06,0.14,0,0,0.14,0.31,0.16,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72,0,2.72,14.09,0,14.09,16.81,0,16.81,0.23,0,0.23,0,0
NY,36,Steuben County,101,36101,2015,97.631,53.275,11.917,65.192,5.52,0,5.52,1.98,0,1.98,7.5,0,7.5,32.439,2.43,0,2.43,75,4.89,75,7.32,5.12,0,5.12,0,0,0,5.12,0,5.12,0.07,0.54,0.61,--,0.58,1.3,0.18,0.02,1.5,0.06,0.47,0.53,--,0.5,1.02,0.18,0.02,1.22,0.01,0.07,0.08,--,0.08,0.28,0,0,0.28,0.67,0.36,1.03,1.93,0,1.93,0,0,0,1.93,0,1.93,0.2,0,0.2,0.83,0,0.83,1.03,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.94,0,15.94,3.71,0,3.71,19.65,0,19.65,0.58,0,0.58,0,0
NY,36,Suffolk County,103,36103,2015,1501.587,1422.293,0,1422.293,246.12,0,246.12,0,0,0,246.12,0,246.12,79.294,5.95,0,5.95,75,106.67,75,112.62,0,0,0,0.99,0,0.99,0.99,0,0.99,9.07,0,9.07,--,8.62,11.68,2.99,0.21,14.88,5.39,0,5.39,--,5.12,8.62,2.99,0.21,11.82,3.68,0,3.68,--,3.5,3.06,0,0,3.06,0.26,0,0.26,0,0,0,0,0,0,0,0,0,0.36,0,0.36,1.06,0,1.06,1.42,0,1.42,1.84,0,1.84,0,1079.16,1079.16,1.84,1079.16,1081,0,0,1.31,10.79,12.1,4650.12,0,0,0,0,1079.16,1079.16,0,1079.16,1079.16,0,0,0,10.79,10.79,3451.49,1.84,0,1.84,0,0,0,1.84,0,1.84,0,0,1.31,0,1.31,1198.63,263.6,0,263.6,2.05,1079.16,1081.21,265.65,1079.16,1344.81,9.93,10.79,20.72,3.68,0
NY,36,Sullivan County,105,36105,2015,74.877,36.289,8.227,44.516,3.7,0,3.7,86.07,0,86.07,89.77,0,89.77,30.361,2.28,0,2.28,75,3.34,75,5.62,0,0,0,0,0,0,0,0,0,0.09,0.43,0.52,--,0.5,0.79,0.01,0,0.8,0.01,0.03,0.04,--,0.04,0.08,0.01,0,0.09,0.08,0.4,0.48,--,0.46,0.71,0,0,0.71,0.09,0.04,0.13,2.39,0,2.39,1.16,0,1.16,3.55,0,3.55,0.12,0,0.12,0.53,0,0.53,0.65,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67,0,8.67,88.23,0,88.23,96.9,0,96.9,0.5,0,0.5,0,0
NY,36,Tioga County,107,36107,2015,49.453,29.434,1.588,31.022,3.3,0,3.3,0.15,0,0.15,3.45,0,3.45,18.431,1.38,0,1.38,75,2.33,75,3.71,0,0,0,0,0,0,0,0,0,0.07,0.48,0.55,--,0.53,1.16,0.1,0.01,1.27,0.04,0.26,0.3,--,0.29,0.56,0.1,0.01,0.67,0.03,0.22,0.25,--,0.24,0.6,0,0,0.6,0.18,0.09,0.27,0,0,0,0,0,0,0,0,0,0.16,0,0.16,0.7,0,0.7,0.86,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.09,0,5.09,1.42,0,1.42,6.51,0,6.51,0.53,0,0.53,0,0
NY,36,Tompkins County,109,36109,2015,104.926,17.774,77.327,95.101,1.08,0,1.08,6.79,0,6.79,7.87,0,7.87,9.825,0.74,0,0.74,75,7.13,75,7.87,0,0,0,0,0,0,0,0,0,0.03,0.22,0.25,--,0.23,0.55,0.04,0,0.59,0.01,0.1,0.11,--,0.1,0.21,0.04,0,0.25,0.02,0.12,0.14,--,0.13,0.34,0,0,0.34,0.24,0.13,0.37,0,0,0,0,0,0,0,0,0,1.13,0,1.13,4.66,0,4.66,5.79,0,5.79,0,0,0,133.84,0,133.84,133.84,0,133.84,0,0,1.49,0,1.49,531.52,0,0,0,133.84,0,133.84,133.84,0,133.84,0,0,1.49,0,1.49,531.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,3.22,145.64,0,145.64,148.86,0,148.86,1.72,0,1.72,0,133.84
NY,36,Ulster County,111,36111,2015,180.143,50.757,55.274,106.031,2.47,0,2.47,391.76,0,391.76,394.23,0,394.23,74.112,5.56,0,5.56,75,7.95,75,13.51,0.01,0,0.01,0.21,0,0.21,0.22,0,0.22,0.44,1.9,2.34,--,2.22,3.98,0.98,0.07,5.03,0.32,1.48,1.8,--,1.71,3.19,0.98,0.07,4.24,0.12,0.42,0.54,--,0.51,0.79,0,0,0.79,0.05,0.03,0.08,0.67,0,0.67,15.45,0,15.45,16.12,0,16.12,0.14,0,0.14,0.48,0,0.48,0.62,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.34,0,9.34,409.83,0,409.83,419.17,0,419.17,2.22,0,2.22,0,0
NY,36,Warren County,113,36113,2015,64.688,6.138,45.355,51.493,0.69,0,0.69,10.87,0,10.87,11.56,0,11.56,13.195,0.99,0,0.99,75,3.86,75,4.85,0.52,0,0.52,25.54,0,25.54,26.06,0,26.06,0.02,0.23,0.25,--,0.24,0.48,0.01,0,0.49,0,0.02,0.02,--,0.02,0.05,0.01,0,0.06,0.02,0.21,0.23,--,0.22,0.43,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0.17,0,0,0,0.17,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39,0,2.39,36.64,0,36.64,39.03,0,39.03,0.24,0,0.24,0,0
NY,36,Washington County,115,36115,2015,62.23,22.871,7.886,30.757,1.19,0,1.19,1.4,0,1.4,2.59,0,2.59,31.473,2.36,0,2.36,75,2.31,75,4.67,0,0,0,4.9,0,4.9,4.9,0,4.9,0.04,0.37,0.41,--,0.39,0.76,0.17,0.01,0.94,0.03,0.25,0.28,--,0.27,0.42,0.17,0.01,0.6,0.01,0.12,0.13,--,0.12,0.34,0,0,0.34,0.57,0.31,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0.33,0.33,0,0.33,0,0,0,22.44,0,22.44,22.44,0,22.44,0,0,0.23,0,0.23,72.97,0,0,0,22.44,0,22.44,22.44,0,22.44,0,0,0.23,0,0.23,72.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16,0,4.16,29.75,0,29.75,33.91,0,33.91,0.62,0,0.62,0,22.44
NY,36,Wayne County,117,36117,2015,91.446,12.752,55.954,68.706,0.99,0,0.99,6.85,0,6.85,7.84,0,7.84,22.74,1.71,0,1.71,75,5.15,75,6.86,0.33,0,0.33,0,0,0,0.33,0,0.33,0.17,1.29,1.46,--,1.39,1.03,1.45,0.04,2.52,0.14,1.04,1.18,--,1.12,0.41,1.45,0.04,1.9,0.03,0.25,0.28,--,0.27,0.62,0,0,0.62,0.28,0.15,0.43,0.21,0,0.21,0.21,0,0.21,0.42,0,0.42,0.18,0,0.18,0.11,0,0.11,0.29,0,0.29,0,0,0,435.45,0,435.45,435.45,0,435.45,0,0,3.96,0,3.96,4801.39,0,0,0,435.45,0,435.45,435.45,0,435.45,0,0,3.96,0,3.96,4801.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87,0,3.87,444.06,0,444.06,447.93,0,447.93,5.35,0,5.35,0,435.45
NY,36,Westchester County,119,36119,2015,976.396,237.373,696.062,933.435,2.8,0,2.8,62.63,0,62.63,65.43,0,65.43,42.961,3.22,0,3.22,75,70.01,75,73.23,0,0,0,0,8.43,8.43,0,8.43,8.43,0.46,2.18,2.64,--,2.51,3.12,0.04,0,3.16,0.01,0.06,0.07,--,0.07,0.11,0.04,0,0.15,0.45,2.12,2.57,--,2.44,3.01,0,0,3.01,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2109.6,2109.6,0,2109.6,2109.6,0,0,0,21.11,21.11,16817.91,0,0,0,0,2109.6,2109.6,0,2109.6,2109.6,0,0,0,21.11,21.11,16817.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,6.5,64.81,2118.03,2182.84,71.31,2118.03,2189.34,2.51,21.11,23.62,0,0
NY,36,Wyoming County,121,36121,2015,41.013,3.066,21.778,24.844,0.87,0,0.87,2.39,0,2.39,3.26,0,3.26,16.169,1.21,0,1.21,75,1.86,75,3.07,0,0,0,0,0,0,0,0,0,0.19,1.41,1.6,--,1.52,3.34,0.45,0.06,3.85,0.17,1.23,1.4,--,1.33,2.85,0.45,0.06,3.36,0.02,0.18,0.2,--,0.19,0.49,0,0,0.49,1.14,0.61,1.75,0,0,0,0,0,0,0,0,0,0,0.47,0.47,0.31,0,0.31,0.31,0.47,0.78,0.04,0,0.04,0,0,0,0.04,0,0.04,0,0,0.03,0,0.03,112.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0,0,0,0.04,0,0.04,0,0,0.03,0,0.03,112.08,3.45,0.47,3.92,4.72,0,4.72,8.17,0.47,8.64,1.55,0,1.55,0.08,0
NY,36,Yates County,123,36123,2015,25.048,0,14.088,14.088,0.19,0,0.19,0.91,0,0.91,1.1,0,1.1,10.96,0.82,0,0.82,75,1.06,75,1.88,0,0,0,0.08,0,0.08,0.08,0,0.08,0.04,0.34,0.38,--,0.36,0.19,0.45,0.01,0.65,0.04,0.32,0.36,--,0.34,0.13,0.45,0.01,0.59,0,0.02,0.02,--,0.02,0.06,0,0,0.06,0.4,0.21,0.61,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0.07,0,0.07,0.09,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,1.47,1.61,0,1.61,3.08,0,3.08,0.36,0,0.36,0,0
PA,42,Adams County,1,42001,2015,102.295,27.041,20.971,48.012,1.91,0,1.91,10.48,0,10.48,12.39,0,12.39,54.283,3.26,0,3.26,60,2.5,52,5.76,1.03,0,1.03,0,0,0,1.03,0,1.03,0.5,0.45,0.95,--,0.86,1.68,1.17,0.03,2.88,0.36,0.27,0.63,--,0.57,0.99,1.17,0.03,2.19,0.14,0.18,0.32,--,0.29,0.69,0,0,0.69,0.61,0.05,0.66,0.17,0,0.17,0,0,0,0.17,0,0.17,1.13,0,1.13,0,0,0,1.13,0,1.13,0.07,0,0.07,0,0,0,0.07,0,0.07,--,--,0.05,0,0.05,5095,0.07,0,0.07,0,0,0,0.07,0,0.07,--,--,0.05,0,0.05,5095,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,8.68,0,8.68,10.98,0,10.98,19.66,0,19.66,0.91,0,0.91,0.07,0
PA,42,Allegheny County,3,42003,2015,1230.459,91.855,980.108,1071.963,8.82,0,8.82,169.35,0,169.35,178.17,0,178.17,158.496,9.51,0,9.51,60,63.65,59,73.16,2.67,0,2.67,244.34,0,244.34,247.01,0,247.01,0.78,0.95,1.73,--,1.56,3.04,0.13,0,3.17,0.04,0.03,0.07,--,0.06,0.11,0.13,0,0.24,0.74,0.92,1.66,--,1.5,2.93,0,0,2.93,0.04,0,0.04,0,0,0,0,0,0,0,0,0,0,0.14,0.14,0,0,0,0,0.14,0.14,0.19,0,0.19,135.45,0,135.45,135.64,0,135.64,--,--,2.02,0,2.02,5867,0.19,0,0.19,133.24,0,133.24,133.43,0,133.43,--,--,0.19,0,0.19,1940,0,0,0,2.21,0,2.21,2.21,0,2.21,--,--,1.83,0,1.83,3927,22.01,0.14,22.15,550.09,0,550.09,572.1,0.14,572.24,3.58,0,3.58,0.19,137.66
PA,42,Armstrong County,5,42005,2015,67.052,15.915,28.843,44.758,1.65,0,1.65,5,0,5,6.65,0,6.65,22.294,1.34,0,1.34,60,2.15,48,3.49,0,0,0,0.02,0,0.02,0.02,0,0.02,0.18,0.11,0.29,--,0.26,0.57,0.08,0,0.65,0.03,0.02,0.05,--,0.04,0.07,0.08,0,0.15,0.15,0.09,0.24,--,0.22,0.5,0,0,0.5,0.22,0.02,0.24,0.48,0,0.48,0,0,0,0.48,0,0.48,0,0.32,0.32,0,0,0,0,0.32,0.32,0,0,0,18.81,0,18.81,18.81,0,18.81,--,--,12.84,0,12.84,9515,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,18.81,0,18.81,18.81,0,18.81,--,--,12.84,0,12.84,9515,3.87,0.32,4.19,23.96,0,23.96,27.83,0.32,28.15,13.1,0,13.1,0,37.62
PA,42,Beaver County,7,42007,2015,168.871,60.455,76.798,137.253,9.32,0,9.32,12.82,0,12.82,22.14,0,22.14,31.618,1.9,0,1.9,60,7.65,56,9.55,0.03,0,0.03,70.07,0,70.07,70.1,0,70.1,0.1,0.3,0.4,--,0.36,0.81,0.1,0,0.91,0.04,0.03,0.07,--,0.06,0.09,0.1,0,0.19,0.06,0.27,0.33,--,0.3,0.72,0,0,0.72,0.13,0.01,0.14,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0,0,0,0,0.15,0.15,0,0,0,103.12,0,103.12,103.12,0,103.12,--,--,52.78,0,52.78,28149,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,103.12,0,103.12,103.12,0,103.12,--,--,52.78,0,52.78,28149,11.48,0.15,11.63,186.32,0,186.32,197.8,0.15,197.95,53.14,0,53.14,0,206.24
PA,42,Bedford County,9,42009,2015,48.586,9.33,7.551,16.881,0.97,0,0.97,9.02,0,9.02,9.99,0,9.99,31.705,1.9,0,1.9,60,1,59,2.9,0,0,0,0,0,0,0,0,0,0.06,0.13,0.19,--,0.18,0.25,0.07,0,0.32,0.02,0.02,0.04,--,0.04,0.06,0.07,0,0.13,0.04,0.11,0.15,--,0.14,0.19,0,0,0.19,0.88,0.09,0.97,1.82,0,1.82,1.46,0,1.46,3.28,0,3.28,0.26,0,0.26,0.01,0,0.01,0.27,0,0.27,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,5.89,0,5.89,10.71,0,10.71,16.6,0,16.6,0.18,0,0.18,0,0
PA,42,Berks County,11,42011,2015,415.271,143.233,119.112,262.345,13.2,0,13.2,18.65,0,18.65,31.85,0,31.85,152.926,9.18,0,9.18,60,13.96,53,23.14,1.54,0,1.54,0.87,0,0.87,2.41,0,2.41,0.72,0.49,1.21,--,1.09,2.06,0.87,0.02,2.95,0.3,0.23,0.53,--,0.48,0.74,0.87,0.02,1.63,0.42,0.26,0.68,--,0.61,1.32,0,0,1.32,1.88,0.15,2.03,0.02,0,0.02,0.68,0,0.68,0.7,0,0.7,1.14,0,1.14,0.02,0,0.02,1.16,0,1.16,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,27.68,0,27.68,20.86,0,20.86,48.54,0,48.54,1.09,0,1.09,0,0
PA,42,Blair County,13,42013,2015,125.593,15.664,70.812,86.476,1.69,0,1.69,11.38,0,11.38,13.07,0,13.07,39.117,2.35,0,2.35,60,5.68,66,8.03,0.14,0,0.14,0,0,0,0.14,0,0.14,0.12,0.11,0.23,--,0.21,0.41,0.15,0,0.56,0.06,0.04,0.1,--,0.09,0.13,0.15,0,0.28,0.06,0.07,0.13,--,0.12,0.28,0,0,0.28,0.83,0.09,0.92,0,0,0,0.93,0,0.93,0.93,0,0.93,0.61,0,0.61,0.01,0,0.01,0.62,0,0.62,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,5.74,0,5.74,12.52,0,12.52,18.26,0,18.26,0.21,0,0.21,0,0
PA,42,Bradford County,15,42015,2015,61.281,22.05,0,22.05,3.02,0,3.02,0,0,0,3.02,0,3.02,39.231,2.35,0,2.35,60,1.62,73,3.97,3.26,0,3.26,0,0,0,3.26,0,3.26,0.05,0.04,0.09,--,0.08,0.16,0.08,0,0.24,0.03,0.02,0.05,--,0.04,0.07,0.08,0,0.15,0.02,0.02,0.04,--,0.04,0.09,0,0,0.09,0.95,0.1,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0,0.01,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,9.63,0,9.63,0.15,0,0.15,9.78,0,9.78,0.08,0,0.08,0,0
PA,42,Bucks County,17,42017,2015,627.367,237.642,256.105,493.747,15.6,0,15.6,83.04,0,83.04,98.64,0,98.64,133.62,8.02,0,8.02,60,30.49,62,38.51,0.3,0,0.3,52.28,0,52.28,52.58,0,52.58,0.32,0.59,0.91,--,0.82,1.39,0.45,0.01,1.85,0.15,0.12,0.27,--,0.24,0.38,0.45,0.01,0.84,0.17,0.47,0.64,--,0.58,1.01,0,0,1.01,0.15,0.02,0.17,0,0,0,0.29,0,0.29,0.29,0,0.29,4.95,0,4.95,0,0,0,4.95,0,4.95,0,0,0,75.23,0,75.23,75.23,0,75.23,--,--,3.68,0,3.68,7029,0,0,0,59.45,0,59.45,59.45,0,59.45,--,--,1.08,0,1.08,579,0,0,0,15.78,0,15.78,15.78,0,15.78,--,--,2.6,0,2.6,6450,29.34,0,29.34,211.45,0,211.45,240.79,0,240.79,4.5,0,4.5,0,91.01
PA,42,Butler County,19,42019,2015,186.818,16.178,98.87,115.048,1.37,0,1.37,6.29,0,6.29,7.66,0,7.66,71.77,4.31,0,4.31,60,6.48,56,10.79,0.19,0,0.19,0.79,0,0.79,0.98,0,0.98,0.38,0.42,0.8,--,0.72,1.58,0.31,0.01,1.9,0.11,0.08,0.19,--,0.17,0.26,0.31,0.01,0.58,0.27,0.34,0.61,--,0.55,1.32,0,0,1.32,0.22,0.02,0.24,0,0,0,0,0,0,0,0,0,0.01,0.91,0.92,0,0,0,0.01,0.91,0.92,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,6.48,0.91,7.39,7.52,0,7.52,14,0.91,14.91,0.72,0,0.72,0,0
PA,42,Cambria County,21,42021,2015,136.411,23.617,97.31,120.927,2.26,0,2.26,12.67,0,12.67,14.93,0,14.93,15.484,0.93,0,0.93,60,5.98,49,6.91,0.01,0,0.01,0,0,0,0.01,0,0.01,0.12,0.2,0.32,--,0.29,0.53,0.03,0,0.56,0.01,0.01,0.02,--,0.02,0.03,0.03,0,0.06,0.11,0.19,0.3,--,0.27,0.5,0,0,0.5,0.14,0.02,0.16,0.26,0,0.26,1.11,0,1.11,1.37,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,3.72,0,3.72,14,0,14,17.72,0,17.72,0.29,0,0.29,0,0
